,entity,gender
12248,Jemeljan Pugačov,m
12249,Richard I. Lví srdce,m
12250,Nikifor Černigovskij,m
12251,Tégh Bahádur,m
12252,Jean-François Pilâtre de Rozier,m
12253,Josef Jan Antonín z Thun-Hohensteinu,m
12254,Anežka Habsburská,f
12255,Nathanael Vodňanský z Uračova,m
12256,Justina,f
12257,James Gregory,m
12258,Kateřina Vilemína Zaháňská,f
12259,Matyáš Kasperlik,m
12260,Francesco Ciampi,m
12261,Vasilij Andrejevič Tropinin,m
12262,Émilie Evershedová,f
12263,Catharina van Hemessen,f
12264,Antef II.,m
12265,James Justinian Morier,m
12266,No Kum-sok,m
12267,Edmonia Lewisová,f
12268,Luigi Cherubini,m
12269,Huitzilíhuitl,m
12270,Carl Maria von Bocklet,m
12271,Amicie z Courtenay,f
12272,Hárún ar-Rašíd,m
12273,Joritomo Minamoto,m
12274,Markéta z Lichtenburka,f
12275,Karol Noskowski,m
12276,Jiří Dóža,m
12277,Pavel Aretin z Ehrenfeldu,f
12278,Hynek Berka z Dubé,m
12279,Alexandr Medicejský,m
12280,Johann Michael Eichler,m
12281,Aldegunda,f
12282,Marie Burgundská,f
12283,Johann Carl von Skop,m
12284,Arnold Geulincx,m
12285,Francesco I. Sforza,m
12286,Joseph Stepling,m
12287,Jan Kryštof z Blümegenu,m
12288,Ignác Batthyány,m
12289,Friedrich Heinrich Jacobi,m
12290,Miroslav Křtěn,m
12291,Albrecht Meklenburský,m
12292,Anthony Ashley Cooper,m
12293,Thomas Harriot,m
12294,Dobroněga Kyjevská,f
12295,Žofie Dorotea Hannoverská,f
12296,Johann Heinrich Blasius,m
12297,"David Boyle, 1. hrabě z Glasgow",m
12298,Anna Leszczyńska,f
12299,Eduard Tomana,m
12300,Alfons V. Portugalský,m
12301,William R. King,m
12302,Abraham de Moivre,m
12303,Anežka ze Châtillonu,f
12304,"Charles Colbert, markýz de Croissy",m
12305,Marie Brabantská,f
12306,František Eusebius z Pöttingu,m
12307,"George Byng, 1. vikomt Torrington",m
12308,Petr Strozzi,m
12309,Álvaro de Saavedra Céron,m
12310,Karel Josef Biener z Bienenberka,m
12311,Anselm z Laonu,m
12312,Eugène Emmanuel Amaury Duval,m
12313,Sulejman II.,m
12314,Charles Austen,m
12315,Pedro da Covilhã,m
12316,Gaius Asinius Pollio,m
12317,František Nittinger,m
12318,Svatý David,m
12319,Alfréd Ressel,m
12320,Jindřich V. Bavorský,m
12321,Alexander Cunningham,m
12322,Simon Fidati,m
12323,Werner I. Habsburský,m
12324,Charles Brockden Brown,m
12325,Rosalba Carriera,f
12326,Roman II.,m
12327,Jan IV. Portugalský,m
12328,Václav Šturm,m
12329,Karel I. Bourbonský,m
12330,Fritigil,f
12331,Zdeněk Janda,m
12332,Jacob de Wit,m
12333,Frans Francken III.,m
12334,Jiří Adam II. Bořita z Martinic,m
12335,Přibyslav,m
12336,Ivan Lomnyckyj,m
12337,Daniil igumen,f
12338,Johann Baptist Streicher,m
12339,Jakob Sprenger,m
12340,Bedřich Kazimír Kettler,f
12341,Franz Xaver Gruber,m
12342,Ignác Oderlický,m
12343,Helena Bosenská,f
12344,John Parish,m
12345,Ignaz Wildner,m
12346,Franz Anton Pilgram,m
12347,Alois Fischer,m
12348,Pavel,m
12349,Ondřej Rakouský,m
12350,Yagan,m
12351,Boleslav Chrabrý,m
12352,Svatý Kilián,m
12353,Nigar Hatun,f
12354,Luisa Henrietta Oranžská,f
12355,Anna de Pisseleu d'Heilly,f
12356,Johann Jakob Kaup,m
12357,Urban V.,m
12358,Marie Manrique de Lara y Mendoza,f
12359,Josef Antonín Plánický,m
12360,James Buchanan,m
12361,Šťastný Václav Pětipeský z Chýš a Egrberku,m
12362,Bernard VII. z Armagnacu,m
12363,Giovanni Giacomo Gastoldi,m
12364,Quentin Massys,m
12365,Johann Titius,m
12366,Billy Yule,m
12367,Dmytro Bortňanskyj,m
12368,Marie Antonie Neapolsko-Sicilská,f
12369,John Gay,m
12370,Caspar Erasmus Duftschmid,m
12371,Otto von Guericke,m
12372,Farnavaz I.,m
12373,Heloisa,f
12374,Augustinus Terwesten,m
12375,Ange-François Fariau de Saint-Ange,m
12376,Matěj Dvorský z Hájku,m
12377,Anna Magdalena Falcko-Birkenfeldsko-Bischweilerská,f
12378,Olaf III. Norský,m
12379,Llywelyn ap Iorwerth,m
12380,Pierre Corneille,m
12381,Nicolas Fouquet,m
12382,Svatá Amalberga,f
12383,Jan Antonín Alis,m
12384,Caravaggio,m
12385,Motonari Móri,m
12386,Petr Damián,m
12387,Apolinář z Ravenny,m
12388,Kateřina Sasko-Lauenburská,f
12389,Martin Maxmilián z Goltze,m
12390,Penelope Boothby,f
12391,"René-Louis de Voyer, markýz d'Argenson",m
12392,Christian Ulrich I.,m
12393,Abataj-chán,m
12394,Hanuš z Kolovrat,m
12395,Štěpán Šlik,m
12396,Štěpán VI.,m
12397,Johann Aegidius Bach,m
12398,Bohuslav Hasištejnský z Lobkovic,m
12399,Radbot Habsburský,m
12400,Abrahám z Egypta,m
12401,Friedrich von Ledebur,m
12402,Pieter Bout,m
12403,Marie Dorotea Portugalská,f
12404,Matthäus Orasch,m
12405,Johann Reislin von Sonthausen,m
12406,Markéta Ebnerová,f
12407,Norbert van Bloemen,m
12408,Hérakleitos,m
12409,Gabriel Jean Joseph Molitor,m
12410,Felix I.,m
12411,Petr Faber,m
12412,Marie Antonie Josefa Parmská,f
12413,Béla Mačevský,m
12414,Václav Karel František Sedlnický z Choltic,m
12415,Marie Bretaňská,f
12416,Jicchak Hakohen Katz,m
12417,Cchangjang Gjamccho,m
12418,Johann Nepomuk Grün,m
12419,Grimoald Mladší,m
12420,Žofie Bavorská,f
12421,Jan Baptista Müller,m
12422,Fridrich I. Sasko-Gothajsko-Altenburský,m
12423,Marek Antonín Canevalle,m
12424,Cincinnatus,m
12425,Jan Damascén Marek,m
12426,Emilián z Arménie,m
12427,Christoph Amberger,m
12428,"Robert Carr, 1. hrabě ze Somersetu",m
12429,Anežka ze Zbraslavi a Obřan,f
12430,Vilém ze Saint-Thierry,m
12431,Ignaz Paul,m
12432,"Donatus, Sabinus a Agapé",m
12433,Matasuntha,f
12434,August Bellegarde,f
12435,"William Cavendish, 2. vévoda z Devonshiru",m
12436,Svatý Gilda,m
12437,Viktorie della Rovere,f
12438,Samuel Buckle,m
12439,Rúth Lányová,f
12440,Marie Vilemína z Thun-Hohensteinu,f
12441,Karel Albert Sardinský,m
12442,Fraatés V.,m
12443,Alain Blanchard,m
12444,Stanislava Ivanovna Klimaševskaja,f
12445,Konkordius ze Spoleta,m
12446,Remzşinas Hanımefendi,f
12447,Damaskios,m
12448,Paulus van Vianen,m
12449,Cosimo II. Medicejský,m
12450,Abundius z Córdoby,m
12451,Abundius Sakristán,m
12452,"George Herbert, 11. hrabě z Pembroke",m
12453,Sulajmán,m
12454,Vladislav I.,m
12455,Julius František Sasko-Lauenburský,m
12456,Svatý Chrysogon,m
12457,Řehoř z Nazianzu,m
12458,Jan Muthmann,m
12459,Aldona Anna Litevská,f
12460,Petr IV. Aragonský,m
12461,Daniel Krman,m
12462,Robert I. Francouzský,m
12463,Adam ze Šternberka,m
12464,Matěj Rössler,m
12465,Jan Horstoffar,m
12466,Diviš Černín z Chudenic,m
12467,Eduard II. Mučedník,m
12468,Che Čchao-cung,m
12469,Čchiou Jing,m
12470,František Alexandr Zach,m
12471,Markéta Bavorská,f
12472,Antonín Parmský,m
12473,Gabriel Bonnot de Mably,m
12474,Abel Dánský,m
12475,Anders Sparrman,m
12476,Kučum Chán,m
12477,Matylda Saská,f
12478,Svatý Bavo,m
12479,Eugène-François Vidocq,m
12480,Jan II.,m
12481,Beatrix Francouzská,f
12482,Ludwig Andreas von Khevenhüller,m
12483,François-Auguste Cheussey,m
12484,Jules Dumont d'Urville,m
12485,Rudolf I. Bádenský,m
12486,Frederika Šarlota Hesensko-Darmstadtská,f
12487,"William Brooke, 10. baron Cobham",m
12488,Al-Váthik,m
12489,Daniel Sulikowski,m
12490,Johann Joseph Würth,m
12491,Michelangelo Gasparini,m
12492,Silvia Ruffiniová,f
12493,Charles Francis Adams,m
12494,Ričú,m
12495,Del Newman,m
12496,Ota III. Braniborský,m
12497,Ignác Hardegg,m
12498,Marie z Montpellieru,f
12499,Gil Eanes,m
12500,Jacques Morel,m
12501,Antoine Busnois,m
12502,Teias,m
12503,Pavel Skála ze Zhoře,m
12504,Georg Stahl,m
12505,Jan Václav Spitzer,m
12506,Giovanni Paolo Colonna,m
12507,Rífáʿa Ráfiʿ at-Tahtáwí,m
12508,Tchan Jüan-čchun,m
12509,Vilém III. Sicilský,m
12510,Juan de Herrera,m
12511,Su-cung,m
12512,Pierre-Louis Dulong,m
12513,Otgiva Lucemburská,f
12514,Pašerimut,m
12515,Filip Sicilský,m
12516,Philipp von Hutten,m
12517,Jing-cung,m
12518,Francis Walsingham,m
12519,Mikuláš Oláh,m
12520,Emnilda z Lužice,f
12521,Augustin Gažotič,m
12522,Gaius Ateius Capito,m
12523,Eleonora Juliana Braniborsko-Ansbašská,f
12524,Julia Ruzicka,f
12525,Hana Meličková,f
12526,Léopold Zborowski,m
12527,Ludvík III. Hesensko-Darmstadtský,m
12528,Záviš ze Stružnice,m
12529,Joseph Schlegel,m
12530,Konrád I. Mazovský,m
12531,Leandro Fernandez de Moratín,m
12532,Celestýn III.,m
12533,Ferdinand VI.,m
12534,Kristián Kryštof Clam-Gallas,m
12535,Š’ Čchao-i,m
12536,Eríba-Adad I.,m
12537,Antonín Reichenauer,m
12538,Klement IV.,m
12539,Konrad Proche,m
12540,Tchang Jin,m
12541,Josef Maria z Thun-Hohensteinu,m
12542,Johann Friedrich Fasch,m
12543,Theuderich III.,m
12544,Václav František Karel Košín,f
12545,Manuel de Zumaya,m
12546,Šebestián,m
12547,Jindřich Korutanský,m
12548,Cučimikado,m
12549,Oldřich z Etzenbachu,m
12550,Ferdinand Richter,m
12551,Odo Arpin,m
12552,Jan Tachezzi,m
12553,Alžběta Filipína Francouzská,f
12554,Jan Václav Burian,m
12555,Isabela Lucemburská,f
12556,Kryštof Karel Gayer,m
12557,Pieter van Gunst,m
12558,Marie z Blois,f
12559,Leopold von Wolkenstein-Trostburg,m
12560,Alexandr Andrejevič Ivanov,m
12561,Jean-Joseph de Mondonville,m
12562,Catherine-Dominique de Pérignon,m
12563,Čeněk Žlebský z Ronovce,m
12564,Sancha Aragonská,f
12565,Maxmilián Valentin z Martinic,m
12566,Eleonora ze Châtelleraultu,f
12567,Ču Piao,m
12568,Svatá Valentýna,f
12569,Václav I. Zátorský,m
12570,Flavius Severus,m
12571,Josef Kriehuber,m
12572,Karel Vaněk,m
12573,Marie z Courtenay,f
12574,Jindřich IV. Francouzský,m
12575,Frederik IV. Dánský,m
12576,Vilém z Volpiana,m
12577,Friedrich Georg Wilhelm von Struve,m
12578,Bernardin z Chomutova,m
12579,Abú al-Hasan Alí ibn Muhammad al-Qalasádí,m
12580,Josef Karel z Auerspergu,m
12581,Johann Friedrich Pfaff,m
12582,Domènec Terradellas,m
12583,Ernst von Hügel,m
12584,Bianca Marie Sforza,f
12585,Mořic Falcký,m
12586,Mikuláš Šubič Zrinský,m
12587,Charles Grandison Finney,m
12588,Honorius III.,m
12589,Rudolf III. Habsburský,m
12590,Johann Kliebert,m
12591,Adam Erdman Trčka z Lípy,m
12592,Hrabiše I. Hrabišic,m
12593,Johann Brolich,m
12594,Emil Miland,m
12595,Tchien-čchi,m
12596,Jaroslav Šimsa,m
12597,Michał Kleofas Ogiński,m
12598,Thúkydidés,m
12599,Viktor Amadeus III.,m
12600,Dominik Zavřel z Chodova,m
12601,Jan Štelcar Želetavský,m
12602,Prokop Písař,m
12603,Albrecht ze Šternberka a Holešova,m
12604,Prokopios z Kaisareie,m
12605,Hadrián IV.,m
12606,Beatrix Bourbonská,f
12607,Augustin Pyramus de Candolle,m
12608,Markéta Pyskatá,f
12609,Luca Giordano,m
12610,József Batthyány,m
12611,Anton Salomon,m
12612,Jan Arnošt Josef z Thun-Hohenštejna,m
12613,Gregorio Allegri,m
12614,Cornelis van Poelenburgh,m
12615,Hieronymus Francken II.,m
12616,Bohuslav V. ze Švamberka,m
12617,Maxmilián II. Emanuel,m
12618,Rutilius Claudius Namatianus,m
12619,Go-Nara,m
12620,Gaius Trebatius Testa,m
12621,Svatý Štěpán,m
12622,Matylda z Béthuné,f
12623,Maxim Sozontovič Berezovskij,m
12624,"Thomas Townshend, 1. vikomt Sydney",m
12625,Şirin Hatun,f
12626,Andrea del Castagno,f
12627,Franz Hofmann,m
12628,Hrabiše III. Hrabišic,m
12629,Beatrix z Rethelu,f
12630,Pedro de Valdivia,m
12631,"Robert Darcy, 4. hrabě z Holdernessu",m
12632,Karel VI.,m
12633,Vandalarius,m
12634,Wan An,m
12635,Jasper James,m
12636,Agapit Pečerský,m
12637,Amaury I. Jeruzalémský,m
12638,Abd Alláh ibn Abbás,m
12639,Paul Hayek,m
12640,Hynek Boček z Poděbrad,m
12641,Čeněk Bubeníček,m
12642,Stanisław Bułak-Bałachowicz,m
12643,František Karel z Kounic,f
12644,Luca della Robbia,m
12645,Sancho VI. Navarrský,m
12646,Michael VIII. Palaiologos,m
12647,Karolina Meineke,f
12648,James Glaisher,m
12649,Eugène Flachat,m
12650,Adolf I. z Alteny,m
12651,Gebhard Leberecht von Blücher,m
12652,František z Magni,m
12653,Jan I.,m
12654,Ferdinand Geiger,m
12655,Kęstutis,m
12656,Adeliza z Lovaně,f
12657,Jan Filip z Lambergu,f
12658,Marija Nikolajevna Volkonská,f
12659,Jan a Pavel,m
12660,Stanisław Żółkiewski,m
12661,Vilém starší Popel z Lobkowicz,m
12662,Jean Eugène Robert-Houdin,m
12663,Alžběta I.,f
12664,Nicolas Appert,m
12665,"George Leveson-Gower, 1. vévoda ze Sutherlandu",m
12666,Benjamin Vulliamy,m
12667,David I. Skotský,m
12668,René Robert Cavelier de La Salle,m
12669,Marcus Calpurnius Bibulus,m
12670,Štěpán IV. Uherský,m
12671,Christian z Oliwy,m
12672,František Leopold Buquoy,m
12673,Ba'al Šem Tov,m
12674,Niels Henrik Abel,m
12675,Bohuslav Balbín,m
12676,Michael Ernst Beer,m
12677,Letoslav ze Švábenic,m
12678,Šebestián Kubínek,m
12679,František Klicpera,m
12680,Ignác Hubatka,m
12681,Francis van Bossuit,m
12682,Anežka Francouzská,f
12683,František Martin Pecháček,m
12684,Béla IV.,m
12685,A. Ackermann,m
12686,Jim Goodwin,m
12687,Göran Wahlenberg,m
12688,Luisa Sasko-Gothajsko-Altenburská,f
12689,Ermengarda z Maine,f
12690,Adolf Jobst,m
12691,Tiglatpilesar II.,m
12692,Mikuláš Zrinský,m
12693,Boreš z Rýzmburka,m
12694,Přemysl II. Osvětimský,m
12695,Adilşah Kadınefendi,f
12696,Albrecht VII. Habsburský,m
12697,Richard ze Shrewsbury,m
12698,Markéta z Baux,f
12699,Antoni van Leeuwenhoek,m
12700,Karolina Amálie Augustenburská,f
12701,Gomatruda,f
12702,Antonio Palomino,m
12703,Alžběta Savojská,f
12704,Oldřich,m
12705,Malachiáš Welcker,m
12706,Su Š’,m
12707,Vladislav III. Varnenčik,m
12708,John C. Calhoun,m
12709,Kryštof Vilém Harant z Polžic a Bezdružic,m
12710,Helena Nelipčićová,f
12711,Jakov Michajlovič Kolokolnikov-Voronin,m
12712,Mikuláš Čáky,m
12713,Antonie z Cirty,f
12714,Petr z La Brosse,m
12715,Tomaso Albinoni,m
12716,Bartoloměj Stehlík z Čeňkova starší,m
12717,Hector Berlioz,m
12718,Martin Bormann,m
12719,Charles Townshend,m
12720,Václav Emanuel Horák,m
12721,Remigius z Auxerre,m
12722,Amenherchepšef,m
12723,"Henry Wriothesley, 3. hrabě ze Southamptonu",m
12724,Gejza,m
12725,Jáchym z Hradce,m
12726,Gerard Majella,m
12727,Marie z Avesnes,f
12728,Vilém Albrecht I. Krakovský z Kolovrat,m
12729,Jacqueline de Bueil,f
12730,"Thomas Villiers, 1. hrabě z Clarendonu",f
12731,Dětřich z Portic,m
12732,Michail Pavlovič Ruský,m
12733,Robert Cornelius,m
12734,Louise Borgia,f
12735,Louis Vicat,m
12736,Jan XVIII.,m
12737,Vilém August Hannoverský,m
12738,David Bushnell,m
12739,Thomas Horsfield,m
12740,Edward Edwards,m
12741,Václav Vlček,m
12742,Simon Ardé,m
12743,Uriel da Costa,m
12744,Tomáš z Villanovy,m
12745,Jindřich I. Bradatý,m
12746,Bohumil Ryba,m
12747,Jean Cruveilhier,m
12748,Andrea Pisano,m
12749,Ivan Kotljarevskyj,m
12750,František Leopold Habsbursko-Lotrinský,m
12751,José León,m
12752,Béla III. Uherský,m
12753,Josef Dessauer,m
12754,Narses,m
12755,Aram Banu Begum,f
12756,Jakút al-Hamawí ar-Rúmí,m
12757,Balduin I. Jeruzalémský,m
12758,Nivard Sommer,m
12759,František Hantschel,m
12760,Fritigern,m
12761,Ferdinand II. Medicejský,m
12762,Ču Kao-sü,m
12763,Václav Schanza,m
12764,Betsi Cadwaladr,f
12765,Dante Alighieri,m
12766,"John Fane, 11. hrabě z Westmorlandu",m
12767,Boris Grigorjevič Jusupov,m
12768,Kateřina Švédská,f
12769,Jan z Biclara,m
12770,Anne Jules de Noailles,m
12771,Martin Štěpán,m
12772,George Wythe,m
12773,Jana Burgundská,f
12774,Walram Lucemburský,m
12775,Seaxburh,f
12776,Richardis Bavorská,f
12777,Josef Reichl-Fickl,m
12778,Decio Azzolino,m
12779,Jaroslav Opolský,m
12780,Marie Lucemburská,f
12781,Bernhard Horwitz,m
12782,"Charles Fitzroy, 2. vévoda z Graftonu",m
12783,Aristotele Fioravanti,m
12784,Josef Winterhalder,f
12785,Henry Pelham,m
12786,Karel Orleánský,m
12787,Louis François I. de Bourbon,f
12788,František Jindřich I. Šlik,f
12789,Rostislav Haličský,m
12790,Bernardo Tolomei,m
12791,Thongwa Döndän,m
12792,Ferdinand II. Tyrolský,m
12793,Pierre Saint-Sevin,m
12794,Jana z Auvergne,f
12795,Juan de Palomar,m
12796,Mikuláš Biceps,m
12797,Václav Eusebius Popel z Lobkovic,m
12798,Théodore Géricault,m
12799,Juraj Fándly,m
12800,Jan Křtitel de la Salle,m
12801,Josef Drechsler,m
12802,Norbert František Václav Bruntálský z Vrbna,m
12803,Joseph Görres,m
12804,Ludvík Colloredo-Waldsee,m
12805,Moses Montefiore,m
12806,Fridrich Vilém III.,m
12807,Leopold I. Vilém,m
12808,Wang Č’,m
12809,Řehoř VI.,m
12810,Antonio Corradini,m
12811,Jacobello di Bonomo,f
12812,Jindřich II. z Baru,m
12813,Ulrika Eleonora Dánská,f
12814,Arnošt August I. Sasko-Výmarsko-Eisenašský,m
12815,Adoniram Judson,m
12816,Jefferson Davis,m
12817,Měšek II. Lambert,m
12818,Ludvík Hendrych,m
12819,William Garrow,m
12820,Josefína Dušková,f
12821,Hyde Parker,m
12822,Jan IV. Dukas Laskaris,m
12823,Josiah Johnson Hawes,m
12824,Jan Bartoloměj Klosse,m
12825,Šalamoun I. Uherský,m
12826,Basileios Veliký,m
12827,Benild,m
12828,Karel Funk,m
12829,Mark Griffiths,m
12830,Jaroslav z Trocnova,m
12831,Israhel van Meckenem mladší,m
12832,Jan Adam Dietz,m
12833,Ángel Manrique,m
12834,Marfa Matvejevna Apraksina,f
12835,Claude Poullart des Places,m
12836,Sezema I. z Jevišovic,m
12837,Kurt Weill,m
12838,Jolana Helena Těšínská,f
12839,George Calnan,m
12840,Julius I.,m
12841,Demetrios Palaiologos,m
12842,František Kolenatý,m
12843,Fülane Hatun,f
12844,Marjan Błażowski,m
12845,Wilhelm von Benda,m
12846,Ferdinand Zikmund Kurz ze Senftenau,f
12847,Žofie Přemyslovna,f
12848,Moses Löw-Beer,m
12849,Vinzenz Priessnitz,m
12850,Joseph-Marie Vien,m
12851,Frederick Graff,m
12852,Emanuel von Schimonsky,m
12853,Pedro Damiano,m
12854,Joseph Martin Kraus,m
12855,Francis Beaufort,m
12856,Edmund Burke,m
12857,Edward Jenner,m
12858,Jean d'Orleáns,m
12859,Svatý Metoděj,m
12860,Friedrich Sustris,m
12861,Giovanni Domenico Cassini,m
12862,Tigran Hovakimyan,m
12863,Emilián z Cyzica,m
12864,Svatý Malachiáš,m
12865,Bruno Abegg,m
12866,Jang Chao,m
12867,Valerio Cigoli,m
12868,Karel z Auerspergu,m
12869,Alžběta Brunšvicko-Wolfenbüttelská,f
12870,Eduard II. z Baru,m
12871,Ludwig van Beethoven,m
12872,Amálie Zweibrückensko-Birkenfeldská,f
12873,Jan V. Palaiologos,m
12874,Johann Caspar Ferdinand Fischer,m
12875,Luisa Šarlota Dánská,f
12876,Zdeněk Lev z Rožmitálu,m
12877,Johannes Peter Müller,m
12878,Giovanni Battista Borghi,m
12879,Josef Anton Laske,m
12880,Marie Brunšvicko-Lüneburská,f
12881,Marcus Iunianus Iustinus,m
12882,Antoni Malczewski,m
12883,Josef Javůrek,m
12884,Hardiknut,m
12885,Sancha Portugalská,f
12886,Hryhorij Šaškevyč,m
12887,Johann Bernhard Fischer,m
12888,"Robert Devereux, 3. hrabě z Essexu",m
12889,Jicchak Jakubowicz,m
12890,Wen-ti,m
12891,Jean Negulesco,m
12892,Jana z Kentu,f
12893,Ethelbert Wessexský,m
12894,Svatý Jiljí,m
12895,Johann Oldendorp,m
12896,Karl Simon,m
12897,Louis Marcoussis,m
12898,Thutmose II.,m
12899,Anthony Reynolds,m
12900,Peter Fendi,m
12901,Gerard Hrabišic,m
12902,Johann Heinrich Alsted,m
12903,Jakub III. Skotský,m
12904,Jan Dernschwam,m
12905,Grigorij Karpovič Kotošichin,m
12906,"John Montagu, 2. vévoda z Montagu",m
12907,Charles Burney,m
12908,Kryštof z Redernu,m
12909,Gerhard von Scharnhorst,m
12910,Pierre Riel de Beurnonville,m
12911,Seweryn Goszczyński,m
12912,Adam-Philippe de Custine,m
12913,Amand von Kuenburg,m
12914,Jindřich Šlik,m
12915,Svatá Mariamna,f
12916,Sæmundur Sigfússon,m
12917,Karel z Blois,m
12918,Fridrich Vilém Meklenbursko-Zvěřínský,m
12919,Jacques Lemercier,m
12920,Glycerius,m
12921,Žofie Karolína Brunšvicko-Wolfenbüttelská,f
12922,Michail Bogdanovič Barclay de Tolly,m
12923,Richilda z Monsu,f
12924,Johann Nepomuk von Tschiderer,m
12925,Fjodor Alexejevič Golovin,m
12926,Joakim Korsuňanin,m
12927,Johann Gottfried Sommer,m
12928,John Penn,m
12929,"George Sackville, 1. vikomt Sackville",m
12930,Kateřina Lucemburská,f
12931,Anastázie Martinová-Pihrtová,f
12932,Ťi Čcheng,m
12933,Balduin V. Jeruzalémský,m
12934,Apollónios z Pergy,m
12935,Hieronymus Francken III.,m
12936,Luisa Diana Orleánská,f
12937,Karolina Matylda Hannoverská,f
12938,Timon,m
12939,Karel I. Martel,m
12940,Girolamo Rainaldi,m
12941,Emil Patta,m
12942,Johann Wolfgang Wieland,m
12943,Filarete,m
12944,Mahmud I.,m
12945,Adelaida Orleánská,f
12946,Juan Boscán Almogáver,m
12947,Vladimir Osmuchin,m
12948,Aernout van der Neer,m
12949,Maiorianus,m
12950,Vojtěch Bludův,m
12951,Alžběta Polská,f
12952,Jean-Philippe Rameau,m
12953,Bedřich Bridel,m
12954,Giovanni Villani,m
12955,Charles Nodier,m
12956,Ladislav Bouček,m
12957,Svatý Linhart,m
12958,Eufemie Pomořanská,f
12959,Nicolas-Louis de Lacaille,m
12960,David Milne,m
12961,Dafydd Gam,m
12962,David Fabricius,m
12963,William McCoy,m
12964,Bernard de Montfaucon,f
12965,Gistemar,m
12966,Ahmed II.,m
12967,Jan Emanuel Doležálek,m
12968,André z Montbardu,m
12969,Uldin,m
12970,Juvenalis,m
12971,Isabela Orléanská,f
12972,Carlo Innocenzo Frugoni,m
12973,"Harriet Pelham-Holles, vévodkyně z Newcastle",f
12974,Svatý Hadrián,m
12975,Wilhelm Gail,m
12976,Alžběta Habsburská,f
12977,Oda z Haldenslebenu,f
12978,Jeroným,m
12979,Tvrtko I. Kotromanić,m
12980,Philippe-Antoine d'Ornano,m
12981,Siegfried I. Lucemburský,m
12982,Benedikt VI.,m
12983,Leucius z Brindisi,m
12984,Ayşe Sultan,f
12985,Zodiac,m
12986,Císařovna Wang,f
12987,Anna Constantia von Cosel,f
12988,Adam Krieger,m
12989,Kristýna Saská,f
12990,Anton Laufenstein,m
12991,Jan Aragonský,m
12992,Josef Antonín Škarnicl,m
12993,Geert Groote,m
12994,Maurus Servius Honoratus,f
12995,Patritius a Akácius,m
12996,Nicolás Fernández de Moratín,m
12997,Viktorín Ignác Brixi,m
12998,Balduin III. Jeruzalémský,m
12999,George Hamilton-Gordon,m
13000,Franz Anton Kuen,m
13001,Jean Baptiste Bassand,m
13002,Carl Friedrich Abel,m
13003,Markéta Minsterberská,f
13004,Havel Medek z Valdeka,m
13005,Federico Zuccari,m
13006,Vavřinec Benedikt z Nudožer,m
13007,Michel-Charles Le Cène,m
13008,Jindřich III. z Hradce,m
13009,Josephus Nicolaus Laurenti,m
13010,Henry Labouchere,m
13011,Leopold von Buch,m
13012,Rudolf Habsburský,m
13013,Vilém I. Burgundský,m
13014,Drogo z Champagne,m
13015,"Ludvík César, hrabě z Vexin",m
13016,Jan Karel Chotek z Chotkova,m
13017,Dorotea Žofie Falcko-Neuburská,f
13018,Hans Christoff Königsmarck,m
13019,Ota VII. z Andechsu,m
13020,Samuel I.,m
13021,Michael Heřman z Althannu,f
13022,Elisabetta Sanna,f
13023,Marie Josefa Bavorská,f
13024,Michał Stefański,m
13025,Antigonos III. Dósón,m
13026,Pisanello,m
13027,Cecilia Payne-Gaposchkinová,f
13028,Ayşe Sultan,f
13029,Luisa Dorotea Pruská,f
13030,André Campra,m
13031,John Leake,m
13032,Antonín Alexander,m
13033,John Byng,m
13034,Konstantin IX. Monomachos,m
13035,Grauparova mapa,m
13036,Miguel Gómez Damas,m
13037,Humbert de Silva Candida,m
13038,Anna Trapezuntská,f
13039,Jan Josef Wirch,m
13040,Dagobert Sigmund von Wurmser,m
13041,Adriana de La Fayette,f
13042,Humájún,m
13043,Vavřinec z Brindisi,m
13044,Alexej Petrovič,m
13045,František Směták,m
13046,Alexander von Nordmann,m
13047,Jan III. ze Schwarzenbergu,m
13048,Hirsch Baer Fassel,m
13049,Alexandr Leopold Habsbursko-Lotrinský,m
13050,Karel Spinola,m
13051,Ota I. Švábský,m
13052,Ilu-šumma,m
13053,Konrád z Krosigku,m
13054,José de Acosta,m
13055,Kateřina Ingesdotter Švédská,f
13056,Mikuláš Pelargus,m
13057,George Cranfield Berkeley,m
13058,Boreš III. z Rýzmburka,m
13059,Maria Teresa Agnesi Pinottini,f
13060,Anna Kateřina Gonzagová,f
13061,Karl Mack von Leiberich,m
13062,Ludvík z Pruska,m
13063,Johann Kaspar Lavater,m
13064,Nils Ericson,m
13065,Ferdinand Maxmilián Brokoff,m
13066,František Drga,m
13067,Alois Strasser,m
13068,Jan Pieter Brueghel,m
13069,Jan z Púchova,m
13070,Hynek z Poděbrad,m
13071,Ermengarda z Anjou,f
13072,Colley Cibber,m
13073,Andreas Hofer,m
13074,Jan Kapistrán,m
13075,Alanus Plumlovský,m
13076,Pertold Tvorkovský z Kravař,m
13077,Josef z Arimatie,m
13078,Bernard Fokke,m
13079,Viktor Kaufmann,m
13080,Amaro Pargo,m
13081,Flavius Vegetius Renatus,m
13082,Sabina z Troyes,f
13083,Christian Mayer,m
13084,Abantidas,m
13085,Jan II. Smil,m
13086,Abrahám Leuthner,m
13087,Otto von Kotzebue,m
13088,Kunhuta Rakouská,f
13089,Juan de Ladrilleros,m
13090,Vilém z Ilburka,m
